Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
2651,blahnikaddict,1.0,0.0,1.0
2652,william9999,1.0,0.0,1.0
2653,FlashdaJagwar,1.0,0.0,1.0
2654,cnystedt,2.0,1.0,3.0
2655,CatsWire,1.0,0.0,1.0
2656,stalkcabo,1.0,0.0,1.0
2657,ClaymoreZA,1.0,0.0,1.0
2658,konfuzd4life011,0.0,1.0,1.0
2659,tricksatthebar,1.0,0.0,1.0
2660,htaskovics,0.0,1.0,1.0
2661,GoldenFish00,1.0,1.0,2.0
2662,lisamh77,0.0,1.0,1.0
2663,peekaboopoo,1.0,0.0,1.0
2664,IllProphet,0.0,1.0,1.0
2665,dimabm,0.0,1.0,1.0
2666,megannicole87,1.0,0.0,1.0
2667,shankargan,1.0,0.0,1.0
2668,blogdesigner,0.0,1.0,1.0
2669,GordonHughes,1.0,0.0,1.0
2670,nere13,1.0,2.0,3.0
2671,mmmpickles,1.0,0.0,1.0
2672,justjuliarose,0.0,1.0,1.0
2673,NettyNotAChance,0.0,2.0,2.0
2674,jasmineface,0.0,1.0,1.0
2675,j9gem,0.0,1.0,1.0
2676,stevehorn,0.0,1.0,1.0
2677,jadekirk,0.0,1.0,1.0
2678,jaywonderland,1.0,0.0,1.0
2679,Safe_Scents,0.0,1.0,1.0
2680,betterinrealife,0.0,1.0,1.0
2681,chadachi,0.0,1.0,1.0
2682,MikeFurtak,0.0,1.0,1.0
2683,Tink10270,1.0,0.0,1.0
2684,HelenCrozier,1.0,0.0,1.0
2685,heyMontse,0.0,1.0,1.0
2686,JordanCabral,0.0,1.0,1.0
2687,BethanyinFL,0.0,3.0,3.0
2688,rotkapchen,0.0,1.0,1.0
2689,kbphotos,0.0,1.0,1.0
2690,holy_ostrich,1.0,0.0,1.0
2691,erappleman,0.0,1.0,1.0
2692,Miksunautti,0.0,1.0,1.0
2693,jamqld,1.0,0.0,1.0
2694,cassieemariee,1.0,0.0,1.0
2695,Tartan_Skirt,0.0,1.0,1.0
2696,purplejellybean,0.0,1.0,1.0
2697,qbossy,0.0,1.0,1.0
2698,lacroserocks,0.0,1.0,1.0
2699,markdavidson,0.0,4.0,4.0
2700,sarah_klass,1.0,0.0,1.0
2701,sheb57,1.0,0.0,1.0
2702,Otaku_Teri,0.0,1.0,1.0
2703,jesusfollower95,0.0,1.0,1.0
2704,wuqihua,1.0,0.0,1.0
2705,teeheewinnie,0.0,2.0,2.0
2706,tailwyndevents,0.0,1.0,1.0
2707,nakedeskimo,0.0,1.0,1.0
2708,canadahelps,0.0,1.0,1.0
2709,Sherrelle,0.0,1.0,1.0
2710,ciclistadanfb,0.0,1.0,1.0
2711,KatMayne,0.0,1.0,1.0
2712,lexiswagar,0.0,1.0,1.0
2713,DannyDoooM,0.0,1.0,1.0
2714,AliceeXD,2.0,0.0,2.0
2715,PaigeInFlorida,0.0,1.0,1.0
2716,briancorpuz,1.0,0.0,1.0
2717,chelseasmile__,0.0,1.0,1.0
2718,carysoriano,1.0,0.0,1.0
2719,aaronfever,1.0,1.0,2.0
2720,kuhhtrinaax,0.0,1.0,1.0
2721,Illig,0.0,1.0,1.0
2722,martymcfly_x,1.0,0.0,1.0
2723,kirstyleelove,0.0,1.0,1.0
2724,nitishupreti,1.0,0.0,1.0
2725,chokingalibis,0.0,1.0,1.0
2726,solobasssteve,0.0,1.0,1.0
2727,stevengsaunders,0.0,2.0,2.0
2728,Leah_Harden,0.0,1.0,1.0
2729,ChuppahChups,1.0,0.0,1.0
2730,reebecki,0.0,1.0,1.0
2731,mixmasterfestus,1.0,0.0,1.0
2732,MamiNami3,0.0,1.0,1.0
2733,heynadia,1.0,0.0,1.0
2734,Skibble,1.0,0.0,1.0
2735,tmartelon81,0.0,1.0,1.0
2736,xxsimonex,2.0,0.0,2.0
2737,Hes_My_Life,0.0,1.0,1.0
2738,ReidbTravis,0.0,1.0,1.0
2739,JohnWrigley,0.0,1.0,1.0
2740,CaraNinaMcfly,1.0,1.0,2.0
2741,fajarjasmin,1.0,0.0,1.0
2742,pepi777,0.0,1.0,1.0
2743,BrandySanDiego,0.0,2.0,2.0
2744,zottarella,1.0,0.0,1.0
2745,sarahtheminx640,0.0,1.0,1.0
2746,_Anj08_,0.0,1.0,1.0
2747,elizabethlacy,0.0,1.0,1.0
2748,karixie,0.0,1.0,1.0
2749,chaarmaainee,0.0,1.0,1.0
2750,coolashaker,0.0,1.0,1.0
2751,lexi_m87,1.0,0.0,1.0
2752,nickdong91,1.0,0.0,1.0
2753,pinuplifestyle,0.0,1.0,1.0
2754,Micielos,0.0,1.0,1.0
2755,Isabellaakimm,0.0,1.0,1.0
2756,iiRockUrSoxx,1.0,0.0,1.0
2757,Summerforever95,0.0,1.0,1.0
2758,wyndwitch,1.0,0.0,1.0
2759,whowell2,1.0,0.0,1.0
2760,job4meandu,1.0,0.0,1.0
2761,shaunakormendy,0.0,1.0,1.0
2762,sajego,0.0,2.0,2.0
2763,andygermann,1.0,0.0,1.0
2764,scanman,0.0,1.0,1.0
2765,otaku_girl,0.0,1.0,1.0
2766,kllesk,1.0,0.0,1.0
2767,vzofficial,0.0,1.0,1.0
2768,Soluneproject,0.0,1.0,1.0
2769,ittymathew,1.0,0.0,1.0
2770,abigaeLettuce,0.0,1.0,1.0
2771,haha3waitwhat,0.0,1.0,1.0
2772,IamMrBloom,0.0,1.0,1.0
2773,ynaacerden,1.0,0.0,1.0
2774,sertiger,0.0,1.0,1.0
2775,buhter,0.0,1.0,1.0
2776,leonleezz,0.0,1.0,1.0
2777,BonnieWooo,0.0,1.0,1.0
2778,janabelle_xo,1.0,0.0,1.0
2779,tokyotopia,1.0,1.0,2.0
2780,Sabullkaa,1.0,0.0,1.0
2781,Vickyb89,1.0,0.0,1.0
2782,calisara,0.0,1.0,1.0
2783,starcraftorg,0.0,1.0,1.0
2784,enderFP,0.0,1.0,1.0
2785,TopgunGWC,1.0,0.0,1.0
2786,vaia,0.0,1.0,1.0
2787,OperaDiva114,1.0,0.0,1.0
2788,veronicawillis,0.0,1.0,1.0
2789,mkd_delantar,1.0,0.0,1.0
2790,divinebubbles,0.0,1.0,1.0
2791,DaisyReyes,1.0,2.0,3.0
2792,mikkikristine,0.0,1.0,1.0
2793,soursmiles,1.0,0.0,1.0
2794,ningmumbing,1.0,0.0,1.0
2795,forbairt,1.0,0.0,1.0
2796,JBMareMareJB,1.0,1.0,2.0
2797,VANUNU,0.0,1.0,1.0
2798,laurabatten,1.0,0.0,1.0
2799,tonybones24,0.0,1.0,1.0
2800,frozenblueeyes,2.0,1.0,3.0
2801,aasish_francis,1.0,0.0,1.0
2802,SneddonAu,1.0,0.0,1.0
2803,carolinekristek,0.0,1.0,1.0
2804,LaurenKate22,0.0,1.0,1.0
2805,BlueSquareImage,1.0,0.0,1.0
2806,kasey79,1.0,0.0,1.0
2807,projectarctic,1.0,0.0,1.0
2808,mlambie,1.0,1.0,2.0
2809,aleskywalker,0.0,1.0,1.0
2810,Deltavogue,0.0,1.0,1.0
2811,ex23ander,1.0,0.0,1.0
2812,ladyjennalyn,0.0,1.0,1.0
2813,standinginalley,0.0,1.0,1.0
2814,gabrielhaney,0.0,1.0,1.0
2815,filipdecavel,1.0,0.0,1.0
2816,markc,1.0,0.0,1.0
2817,Mig177,1.0,0.0,1.0
2818,KariLeeBosen,0.0,1.0,1.0
2819,jbhoward,0.0,1.0,1.0
2820,brelenae2,0.0,1.0,1.0
2821,Spartacus27,0.0,1.0,1.0
2822,JNab,0.0,1.0,1.0
2823,seanchoe,0.0,1.0,1.0
2824,transniper,0.0,1.0,1.0
2825,Nathy_Ar,0.0,1.0,1.0
2826,ohmymandy,1.0,0.0,1.0
2827,EnneSHen,0.0,1.0,1.0
2828,Bayleesmum,0.0,1.0,1.0
2829,TehStalker,1.0,0.0,1.0
2830,nics_loves_xy,0.0,1.0,1.0
2831,Purplefishes,0.0,1.0,1.0
2832,Frenchfry49,1.0,0.0,1.0
2833,stephkelly,0.0,1.0,1.0
2834,kettums,1.0,0.0,1.0
2835,Beellii,0.0,1.0,1.0
2836,brnafterreading,0.0,1.0,1.0
2837,JHWeinstein,0.0,1.0,1.0
2838,lilmui,1.0,0.0,1.0
2839,markparra,0.0,1.0,1.0
2840,Taylotay,0.0,1.0,1.0
2841,Ozzieboy6868,1.0,0.0,1.0
2842,moviegrrl,1.0,0.0,1.0
2843,jenniferveis,0.0,1.0,1.0
2844,Cranialstrain,1.0,0.0,1.0
2845,Joy_Johnston,0.0,1.0,1.0
2846,enterbelladonna,0.0,1.0,1.0
2847,VanessaCorsetti,0.0,1.0,1.0
2848,ReneeBarber,0.0,1.0,1.0
2849,bustyb73,1.0,1.0,2.0
2850,GADataGuy,1.0,0.0,1.0
2851,dawnlambros,0.0,1.0,1.0
2852,x_trix,1.0,0.0,1.0
2853,bequ,0.0,1.0,1.0
2854,RockyThunda,0.0,1.0,1.0
2855,sandybku,0.0,1.0,1.0
2856,Elisabeth2_2,0.0,1.0,1.0
2857,laurareese,0.0,1.0,1.0
2858,myrtlebeachblog,0.0,1.0,1.0
2859,kamiNcali,0.0,1.0,1.0
2860,taramcdramatic,0.0,2.0,2.0
2861,beachbabby,1.0,0.0,1.0
2862,BoloKhoa,1.0,0.0,1.0
2863,BoydRatnaraja,0.0,1.0,1.0
2864,VetrinaGirl,0.0,1.0,1.0
2865,tim_from_oz,0.0,1.0,1.0
2866,dhantiontherun,0.0,1.0,1.0
2867,stepholeary,0.0,1.0,1.0
2868,RachelHawley,1.0,0.0,1.0
2869,kathrynotte,0.0,1.0,1.0
2870,pia1010,1.0,0.0,1.0
2871,francedpinazo,0.0,1.0,1.0
2872,rachaeljean,0.0,1.0,1.0
2873,cassanovagirl22,0.0,1.0,1.0
2874,lilbeechgirl,0.0,1.0,1.0
2875,Kiyonna,0.0,1.0,1.0
2876,tweetpages,1.0,0.0,1.0
2877,kt_rae,0.0,1.0,1.0
2878,Angelfish007,1.0,0.0,1.0
2879,SomMetroMan,0.0,1.0,1.0
2880,photoart1982,1.0,0.0,1.0
2881,hystericaal,1.0,0.0,1.0
2882,courtSchenkl,1.0,1.0,2.0
2883,Rooks_,1.0,0.0,1.0
2884,marlonpereiraa,1.0,0.0,1.0
2885,shawnisgeeee,0.0,1.0,1.0
2886,chipperlove,0.0,1.0,1.0
2887,xoAlexHeartsxo,1.0,2.0,3.0
2888,JennyMack,0.0,1.0,1.0
2889,liamhatton,0.0,1.0,1.0
2890,Anndrealicious,1.0,0.0,1.0
2891,evatweets,1.0,0.0,1.0
2892,garyengel,0.0,1.0,1.0
2893,JosephHerrera,0.0,1.0,1.0
2894,Austin2036,1.0,0.0,1.0
2895,chrissysprinkle,1.0,0.0,1.0
2896,me_diamond,0.0,1.0,1.0
2897,Casper_S,1.0,0.0,1.0
2898,TallStoriesBook,1.0,0.0,1.0
2899,noellegray,0.0,1.0,1.0
2900,MattJarryAstley,1.0,0.0,1.0
2901,forcedambitions,1.0,0.0,1.0
2902,jasonxcore,1.0,0.0,1.0
2903,klacille,0.0,1.0,1.0
2904,blackswanie,1.0,0.0,1.0
2905,MikeAbundo,1.0,0.0,1.0
2906,mark_ca,1.0,0.0,1.0
2907,brian_condon,0.0,1.0,1.0
2908,KellyAmyJ,0.0,1.0,1.0
2909,darkangel21pr,0.0,1.0,1.0
2910,laurahellomoto,1.0,0.0,1.0
2911,andyvglnt,0.0,1.0,1.0
2912,craaazymeaaah,1.0,0.0,1.0
2913,TiaLinc,0.0,2.0,2.0
2914,Lil_LC,0.0,1.0,1.0
2915,amakin,0.0,1.0,1.0
2916,gschwab,0.0,1.0,1.0
2917,CeliaDyer,1.0,0.0,1.0
2918,spottedsparrow,1.0,0.0,1.0
2919,andinarvaez,0.0,2.0,2.0
2920,ylizabeth,0.0,1.0,1.0
2921,Mandeeness,0.0,1.0,1.0
2922,CATTSKI,0.0,1.0,1.0
2923,okfmdjsam,1.0,0.0,1.0
2924,katomagical,0.0,1.0,1.0
2925,Ammeeez,1.0,0.0,1.0
2926,YoArianne,0.0,1.0,1.0
2927,Schattenwolf,1.0,0.0,1.0
2928,iamthemuse,0.0,1.0,1.0
2929,mrsevilgenius,1.0,0.0,1.0
2930,cillapresley,0.0,1.0,1.0
2931,PPD3066,0.0,2.0,2.0
2932,bchesnutt,0.0,1.0,1.0
2933,jamiemcreject,0.0,1.0,1.0
2934,bombCHELLLE,0.0,1.0,1.0
2935,muchlovee,1.0,0.0,1.0
2936,naiara2128,1.0,0.0,1.0
2937,fiercemichi,1.0,0.0,1.0
2938,Jadec91,0.0,1.0,1.0
2939,jamesshore,0.0,1.0,1.0
2940,toddeury,0.0,1.0,1.0
2941,zalds,1.0,0.0,1.0
2942,bunny_p,0.0,1.0,1.0
2943,HelloLizzi,3.0,0.0,3.0
2944,immisspresident,0.0,1.0,1.0
2945,megspeaks,2.0,0.0,2.0
2946,anniemelissa,0.0,1.0,1.0
2947,tikoshia,1.0,0.0,1.0
2948,ERLong8502,0.0,1.0,1.0
2949,yazerella,1.0,0.0,1.0
2950,elisabeth_L1,1.0,0.0,1.0
2951,maria4ya,0.0,1.0,1.0
2952,HillyP,1.0,0.0,1.0
2953,cartoonmoney,0.0,1.0,1.0
2954,Robinhudrich,0.0,1.0,1.0
2955,ian1cooper,1.0,0.0,1.0
2956,theChangist,0.0,1.0,1.0
2957,WollemiPine,2.0,0.0,2.0
2958,KevinJacobsen,0.0,1.0,1.0
2959,SirJoshuaJones,0.0,1.0,1.0
2960,DeoLupin,1.0,0.0,1.0
2961,DannieJ88,0.0,1.0,1.0
2962,Boosted97,0.0,1.0,1.0
2963,iamkhayyam,1.0,0.0,1.0
2964,rizwaniqbal,1.0,0.0,1.0
2965,amy4669,0.0,1.0,1.0
2966,JonellaBeauty,0.0,1.0,1.0
2967,TheStampTramp,0.0,1.0,1.0
2968,Sherri_Babeey,0.0,1.0,1.0
2969,13lackhat,1.0,0.0,1.0
2970,charohenriquez,0.0,1.0,1.0
2971,dfizzy,0.0,1.0,1.0
2972,luckystar37,0.0,1.0,1.0
2973,dearvaliant,0.0,1.0,1.0
2974,LaFermeDuWeb,1.0,0.0,1.0
2975,whudafxupjenny,0.0,1.0,1.0
2976,HimOverThere,0.0,3.0,3.0
2977,michelle_jasper,0.0,1.0,1.0
2978,JaysonShawver,1.0,0.0,1.0
2979,CherylH77,2.0,0.0,2.0
2980,darktree84,1.0,0.0,1.0
2981,mikeyrocks08,0.0,1.0,1.0
2982,Xiulinggg,0.0,1.0,1.0
2983,LaurenPike_,0.0,1.0,1.0
2984,TheGreatRosh,0.0,1.0,1.0
2985,JessicaLouisa,1.0,0.0,1.0
2986,aral,1.0,0.0,1.0
2987,sandraja,1.0,0.0,1.0
2988,imrananwar,0.0,2.0,2.0
2989,therealstacie,0.0,1.0,1.0
2990,_CINNA_,1.0,0.0,1.0
2991,kamala,0.0,1.0,1.0
2992,lissarankin,0.0,1.0,1.0
2993,Malteasers_rock,1.0,0.0,1.0
2994,Nickkey,0.0,1.0,1.0
2995,catarinadesousa,1.0,0.0,1.0
2996,lisadohertyy,0.0,1.0,1.0
2997,TaZ022,2.0,0.0,2.0
2998,barrie,0.0,1.0,1.0
2999,lovelysun88,0.0,1.0,1.0
3000,blueflameit,1.0,0.0,1.0
3001,Godmysavior,1.0,0.0,1.0
3002,uaba,0.0,1.0,1.0
3003,beanieebabyx3,0.0,1.0,1.0
3004,estelajonas,0.0,1.0,1.0
3005,MayanUra,1.0,1.0,2.0
3006,SouthernPrep,0.0,1.0,1.0
3007,forensicmama,1.0,2.0,3.0
3008,WirelessLife,0.0,1.0,1.0
3009,Kramer10,0.0,1.0,1.0
3010,LaylaBeth,0.0,1.0,1.0
3011,Avery_Mariah,0.0,1.0,1.0
3012,rich97,1.0,0.0,1.0
3013,scarlettkatie,0.0,1.0,1.0
3014,kristagodfrey,0.0,1.0,1.0
3015,mmolnaird,1.0,0.0,1.0
3016,ChazzyCat,0.0,2.0,2.0
3017,ninyaregalado,0.0,1.0,1.0
3018,KaylaGettys,0.0,1.0,1.0
3019,DaddyBird,1.0,0.0,1.0
3020,aseum09,0.0,1.0,1.0
3021,Marievh,1.0,0.0,1.0
3022,yuvipanda,1.0,1.0,2.0
3023,posthoneymoon,0.0,1.0,1.0
3024,KathyWithaK_,1.0,0.0,1.0
3025,rajats,1.0,0.0,1.0
3026,_Jeanne,0.0,1.0,1.0
3027,weightfor160,0.0,1.0,1.0
3028,cherrythegreat,1.0,0.0,1.0
3029,gkangster,1.0,0.0,1.0
3030,alhomme,0.0,1.0,1.0
3031,rossneil,1.0,0.0,1.0
3032,Eric8199,0.0,1.0,1.0
3033,barbaralynn15,0.0,1.0,1.0
3034,Michael4evax,1.0,0.0,1.0
3035,desertshaman,0.0,1.0,1.0
3036,jaepamandanan,1.0,0.0,1.0
3037,ima_boss,1.0,0.0,1.0
3038,abideinlove,1.0,0.0,1.0
3039,steveimparl,0.0,1.0,1.0
3040,Jadestarr_x,1.0,0.0,1.0
3041,_J_A_M_E_S_,1.0,0.0,1.0
3042,FamousPenName,0.0,1.0,1.0
3043,paulfabretti,0.0,1.0,1.0
3044,aLeChuLeTa,0.0,1.0,1.0
3045,jerricklim,0.0,1.0,1.0
3046,DestinyTrack42,0.0,2.0,2.0
3047,xolaneynoellexo,0.0,2.0,2.0
3048,juliyepthatsme,0.0,1.0,1.0
3049,NKAirplay,1.0,0.0,1.0
3050,maddmck,1.0,0.0,1.0
3051,imparanoidJB,0.0,1.0,1.0
3052,auribear,0.0,1.0,1.0
3053,Dani_Wishes,0.0,1.0,1.0
3054,Quixotic_Muse,0.0,1.0,1.0
3055,JessBoreen,0.0,1.0,1.0
3056,websuccessdiva,0.0,1.0,1.0
3057,jakespotter,0.0,1.0,1.0
3058,ninicool,2.0,0.0,2.0
3059,DeejayKnight,0.0,1.0,1.0
3060,Applechic,1.0,0.0,1.0
3061,iamhelenharrop,1.0,0.0,1.0
3062,alittlebeat,1.0,0.0,1.0
3063,9MMNINAROSS,1.0,0.0,1.0
3064,mschikee,0.0,1.0,1.0
3065,KangarooGav,0.0,1.0,1.0
3066,ashromano,1.0,0.0,1.0
3067,wirah,1.0,0.0,1.0
3068,DestinyJonas,0.0,1.0,1.0
3069,DreamnetRob,0.0,1.0,1.0
3070,norwegianstine,0.0,1.0,1.0
3071,julesyog,0.0,1.0,1.0
3072,andreatangg,0.0,1.0,1.0
3073,NeffNeff,0.0,1.0,1.0
3074,xoxochelseaa,0.0,1.0,1.0
3075,lucyanna,0.0,1.0,1.0
3076,Skadow,0.0,1.0,1.0
3077,RoxanneHeeey,0.0,1.0,1.0
3078,Fran19,1.0,0.0,1.0
3079,sumonenice,0.0,1.0,1.0
3080,MirandaAllison,0.0,1.0,1.0
3081,usreeb,1.0,0.0,1.0
3082,EmZ_2,1.0,0.0,1.0
3083,SimplyDivaz,0.0,1.0,1.0
3084,DANGdarienne,0.0,1.0,1.0
3085,TraceyHewins,1.0,1.0,2.0
3086,timbergman,0.0,1.0,1.0
3087,theeppilepsyguy,0.0,1.0,1.0
3088,louisanguyen,1.0,0.0,1.0
3089,bobbinrob,1.0,0.0,1.0
3090,LegsEIeven,0.0,1.0,1.0
3091,emilyhilditch,0.0,1.0,1.0
3092,D_Rox,0.0,1.0,1.0
3093,titus_k,0.0,1.0,1.0
3094,hellosio,1.0,0.0,1.0
3095,StephMYoung,0.0,1.0,1.0
3096,tsfranklin,0.0,1.0,1.0
3097,pdurham,0.0,2.0,2.0
3098,getsconed,0.0,1.0,1.0
3099,Bella7,1.0,0.0,1.0
3100,happeelee,0.0,1.0,1.0
3101,Jen2Squared,0.0,1.0,1.0
3102,mbatmra,0.0,1.0,1.0
3103,frick,1.0,0.0,1.0
3104,blacbudafli,0.0,1.0,1.0
3105,BrokenMasques,1.0,1.0,2.0
3106,SelinaKyle1,1.0,0.0,1.0
3107,2FingerS2TheSky,0.0,1.0,1.0
3108,NeighborHuddle,0.0,1.0,1.0
3109,kathleenschulte,0.0,1.0,1.0
3110,benmedler,0.0,1.0,1.0
3111,lilpammydawson,0.0,1.0,1.0
3112,lindajoelle,0.0,1.0,1.0
3113,LindsayAlright,0.0,1.0,1.0
3114,1flyharmony,1.0,1.0,2.0
3115,marissawells,0.0,1.0,1.0
3116,royadotcom,1.0,0.0,1.0
3117,Tedesco,1.0,0.0,1.0
3118,Clippernolan,0.0,1.0,1.0
3119,amandajclark,0.0,1.0,1.0
3120,mathieule,1.0,0.0,1.0
3121,FletchMcGull,1.0,0.0,1.0
3122,nakulshenoy,1.0,1.0,2.0
3123,srfrenchy,0.0,1.0,1.0
3124,MsCrisC,0.0,1.0,1.0
3125,mOFrIz,0.0,2.0,2.0
3126,xxJadeyyxx,1.0,0.0,1.0
3127,ImMikey,0.0,1.0,1.0
3128,Boy_Kill_Boy,0.0,2.0,2.0
3129,draeme_saekyrFK,1.0,0.0,1.0
3130,PJilly,0.0,1.0,1.0
3131,LucyAnnabel,1.0,1.0,2.0
3132,OhJanee,0.0,1.0,1.0
3133,stellaropal,1.0,0.0,1.0
3134,stacyqs,0.0,1.0,1.0
3135,ThomasHensel,1.0,1.0,2.0
3136,Zaubervogel,1.0,0.0,1.0
3137,stephforthewin,0.0,1.0,1.0
3138,sandrasmall,0.0,1.0,1.0
3139,ohemgeematt,1.0,0.0,1.0
3140,kenarmstrong1,2.0,0.0,2.0
3141,iboughtamac,0.0,1.0,1.0
3142,DarianMarie43,0.0,1.0,1.0
3143,juzzash,2.0,0.0,2.0
3144,Bondo521,1.0,0.0,1.0
3145,alexwilliamson,1.0,0.0,1.0
3146,harrysan,0.0,1.0,1.0
3147,ninz_0214,1.0,0.0,1.0
3148,tiffdesigns,0.0,1.0,1.0
3149,Pilar_A,0.0,1.0,1.0
3150,melisalw,0.0,1.0,1.0
3151,ChantelleFiddy,1.0,0.0,1.0
3152,HelloxCodiee,0.0,1.0,1.0
3153,leabella,1.0,2.0,3.0
3154,FlasherX,1.0,0.0,1.0
3155,__Frankie__,1.0,0.0,1.0
3156,tequilakitty,0.0,1.0,1.0
3157,tessadeleon,0.0,1.0,1.0
3158,andy131,0.0,1.0,1.0
3159,steveweber,0.0,1.0,1.0
3160,hselvaTHA,1.0,0.0,1.0
3161,PS1968,0.0,1.0,1.0
3162,lizuh,0.0,1.0,1.0
3163,twhtan,1.0,0.0,1.0
3164,JuJu_Chan,0.0,1.0,1.0
3165,neveranysanity,0.0,1.0,1.0
3166,katwhite_,2.0,0.0,2.0
3167,louicanchola,0.0,2.0,2.0
3168,rockinnrobynn,0.0,1.0,1.0
3169,Laureneezy,1.0,0.0,1.0
3170,melissablake,0.0,1.0,1.0
3171,DLDAVID,0.0,2.0,2.0
3172,robobabe,0.0,1.0,1.0
3173,ohmarissa,0.0,1.0,1.0
3174,ivanbrezakbrkan,0.0,1.0,1.0
3175,myki76,0.0,1.0,1.0
3176,Kristenn31,0.0,1.0,1.0
3177,J_Kristensson,1.0,1.0,2.0
3178,Stewie_tunes,1.0,0.0,1.0
3179,MarieKjaer,0.0,1.0,1.0
3180,dollbait,0.0,1.0,1.0
3181,Joi_the_Artist,0.0,1.0,1.0
3182,Mullemolle,0.0,1.0,1.0
3183,aerobic247,0.0,2.0,2.0
3184,mrhankmanthe3rd,1.0,0.0,1.0
3185,victorcajiao,1.0,1.0,2.0
3186,EllenElizabethP,1.0,0.0,1.0
3187,KristenCampisi,1.0,1.0,2.0
3188,sheridan3228,0.0,1.0,1.0
3189,ItsMariahxOxO,0.0,1.0,1.0
3190,shellydessecker,0.0,1.0,1.0
3191,Genshin,1.0,0.0,1.0
3192,bacieabbracci,0.0,2.0,2.0
3193,haleighfaceee,0.0,2.0,2.0
3194,ALiiStack,1.0,0.0,1.0
3195,picnerd,0.0,1.0,1.0
3196,nessie111,1.0,1.0,2.0
3197,euphorialuv,0.0,1.0,1.0
3198,kellyness,0.0,1.0,1.0
3199,kcpunkkk,0.0,1.0,1.0
3200,vmcosta,0.0,1.0,1.0
3201,dianahkim,1.0,0.0,1.0
3202,theendofmay,0.0,1.0,1.0
3203,UrBaN_eLySsE,0.0,1.0,1.0
3204,4u2wear2,0.0,1.0,1.0
3205,LIGHTSrogers,0.0,1.0,1.0
3206,TheaRauth,1.0,1.0,2.0
3207,andyiomoon,1.0,0.0,1.0
3208,sheisannie,0.0,1.0,1.0
3209,nicolethesilly,1.0,0.0,1.0
3210,shannenmcnamara,0.0,1.0,1.0
3211,24DCL,1.0,0.0,1.0
3212,CrystalBailey95,0.0,1.0,1.0
3213,KelseyStewart,1.0,0.0,1.0
3214,Tas_Youth_Forum,1.0,0.0,1.0
3215,amberleelane,0.0,1.0,1.0
3216,alissa6646,0.0,1.0,1.0
3217,Mother_Teresa,1.0,0.0,1.0
3218,ShesElectric_,1.0,1.0,2.0
3219,Saraswathi_Arya,0.0,1.0,1.0
3220,studioradar,0.0,1.0,1.0
3221,sixthseal,2.0,0.0,2.0
3222,poppymclean,0.0,1.0,1.0
3223,beyoncatweets,2.0,0.0,2.0
3224,markus888,0.0,1.0,1.0
3225,Nautiboi55,1.0,0.0,1.0
3226,Shannon_Lea,0.0,1.0,1.0
3227,eNeRGy164,1.0,0.0,1.0
3228,rebeccaxo12xo,0.0,1.0,1.0
3229,cdobek,1.0,0.0,1.0
3230,nosetu,0.0,1.0,1.0
3231,daveyank,0.0,1.0,1.0
3232,missymel123,0.0,1.0,1.0
3233,albert_2mb,1.0,0.0,1.0
3234,Cinnny,1.0,0.0,1.0
3235,electromarkie,0.0,1.0,1.0
3236,Fun_Girl_Jane,1.0,0.0,1.0
3237,BenWay08,0.0,1.0,1.0
3238,MissxMarisa,3.0,2.0,5.0
3239,jackel77,1.0,0.0,1.0
3240,mjokada,0.0,1.0,1.0
3241,ashwinks,1.0,0.0,1.0
3242,dfriedicecubes,1.0,0.0,1.0
3243,korkykathman,1.0,1.0,2.0
3244,katedoak,1.0,0.0,1.0
3245,Delzy,0.0,1.0,1.0
3246,imfearless__,0.0,1.0,1.0
3247,jmays716,0.0,1.0,1.0
3248,MaLuMaRs,0.0,1.0,1.0
3249,chanel177,1.0,0.0,1.0
3250,TwinHappyJen,1.0,2.0,3.0
3251,xxsweetatixx,0.0,1.0,1.0
3252,jelheartsswift,0.0,1.0,1.0
3253,iainsarjeant,1.0,0.0,1.0
3254,lauranicole,0.0,1.0,1.0
3255,IncomeDiary,0.0,1.0,1.0
3256,pigduck,1.0,0.0,1.0
3257,XPOZR,0.0,1.0,1.0
3258,hk_supastar,1.0,0.0,1.0
3259,demi_doodle,1.0,0.0,1.0
3260,x_Mazzle_x,2.0,0.0,2.0
3261,missdesssa,1.0,0.0,1.0
3262,stardust8291,1.0,0.0,1.0
3263,doxigrl7,0.0,1.0,1.0
3264,mr_popcorn,0.0,2.0,2.0
3265,brinalovesjoe,0.0,1.0,1.0
3266,LMittons,0.0,1.0,1.0
3267,niMuttley,0.0,1.0,1.0
3268,gypsyraven,2.0,0.0,2.0
3269,Slappyman,0.0,1.0,1.0
3270,ZechParker,0.0,1.0,1.0
3271,Exoticpriincess,1.0,0.0,1.0
3272,GalvestonTX,0.0,1.0,1.0
3273,kissmylens,1.0,1.0,2.0
3274,thestuntdude,0.0,1.0,1.0
3275,sumesh,2.0,0.0,2.0
3276,reeze311,0.0,1.0,1.0
3277,deon,0.0,1.0,1.0
3278,Mamacrumps,0.0,1.0,1.0
3279,_kim_ber_ly_,1.0,0.0,1.0
3280,BARACKOKITTY,1.0,1.0,2.0
3281,mytweeny,0.0,1.0,1.0
3282,Aud1974,0.0,1.0,1.0
3283,affrodite,0.0,1.0,1.0
3284,ohwillie,1.0,0.0,1.0
3285,chotwo,1.0,0.0,1.0
